Station,Latitude,Longitude,Variable,Year_Start,Year_End
US1NMCT0019,34.2988,-108.1369,SNWD,2018,2024
US1NMDA0050,32.3877,-106.72,SNWD,2005,2024
US1NMDA0338,32.3332,-106.7429,SNWD,2017,2024
US1NMDA0371,32.6161,-106.7403,SNWD,2020,2024
US1NMDA0373,32.2729,-106.6326,SNWD,2020,2024
US1NMDA0381,31.8823,-106.6561,SNWD,2020,2024
US1NMDA0384,32.3382,-106.7351,SNWD,2021,2024
US1NMDB0008,34.5971,-104.2969,SNWD,2020,2024
US1NMED0011,32.4322,-104.2302,SNWD,2007,2024
US1NMED0023,32.4309,-104.254,SNWD,2007,2024
US1NMGD0008,34.9045,-104.6164,SNWD,2020,2024
US1NMGR0001,32.7422,-108.2996,SNWD,2006,2024
US1NMGR0004,32.823,-108.004,SNWD,2006,2024
US1NMGR0006,32.8188,-108.2837,SNWD,2008,2024
US1NMGR0014,32.6262,-108.5143,SNWD,2007,2024
US1NMGR0021,32.8213,-108.3164,SNWD,2007,2024
US1NMGR0027,33.023,-108.5441,SNWD,2008,2024
US1NMGR0028,32.8213,-108.2748,SNWD,2009,2024
US1NMGR0034,32.7741,-108.345,SNWD,2011,2024
US1NMGR0047,32.7755,-108.29,SNWD,2013,2024
US1NMGR0062,33.1936,-108.2041,SNWD,2016,2024
US1NMGR0065,32.7902,-108.267,SNWD,2015,2024
US1NMGR0071,32.7344,-108.2671,SNWD,2015,2024
US1NMGR0074,32.8045,-108.2954,SNWD,2020,2024
US1NMGR0090,32.6847,-108.4752,SNWD,2018,2024
US1NMGR0091,32.7844,-108.2714,SNWD,2020,2024
US1NMGR0109,33.03,-108.1677,SNWD,2021,2024
US1NMGR0113,32.794,-108.2612,SNWD,2022,2024
US1NMGR0114,32.7798,-108.2821,SNWD,2023,2024
US1NMGR0115,32.7784,-108.2163,SNWD,2023,2024
US1NMGR0117,32.807,-108.2772,SNWD,2022,2024
US1NMGR0124,32.804,-108.255,SNWD,2024,2024
US1NMHR0008,36.0552,-103.8254,SNWD,2018,2024
US1NMHR0012,35.8808,-104.1103,SNWD,2020,2024
US1NMLA0018,35.8861,-106.3283,SNWD,2015,2024
US1NMLA0020,35.8973,-106.2599,SNWD,2017,2024
US1NMLA0023,35.8082,-106.2191,SNWD,2020,2024
US1NMLA0025,35.819,-106.1949,SNWD,2021,2024
US1NMLN0008,33.4833,-105.3629,SNWD,2011,2024
US1NMLN0013,33.4926,-105.6903,SNWD,2013,2024
US1NMLN0014,33.5153,-105.6614,SNWD,2015,2024
US1NMLN0032,33.3486,-105.6563,SNWD,2019,2024
US1NMLN0036,33.4429,-105.6092,SNWD,2020,2024
US1NMLN0048,33.3966,-105.7886,SNWD,2023,2024
US1NMMK0018,35.3071,-108.1016,SNWD,2019,2024
US1NMMK0024,35.44,-108.0216,SNWD,2021,2024
US1NMMK0029,35.4073,-108.2099,SNWD,2022,2024
US1NMMK0031,35.0857,-108.7883,SNWD,2024,2024
US1NMMR0003,36.198,-105.1097,SNWD,2018,2024
US1NMMR0004,36.1995,-105.1025,SNWD,2018,2024
US1NMMR0005,36.1914,-105.0984,SNWD,2018,2024
US1NMMR0013,36.1674,-105.338,SNWD,2020,2024
US1NMOT0001,32.9319,-105.7602,SNWD,2005,2024
US1NMOT0027,32.9465,-105.6714,SNWD,2006,2024
US1NMOT0037,32.9502,-105.7337,SNWD,2006,2024
US1NMOT0044,33.0162,-105.8539,SNWD,2007,2024
US1NMOT0056,32.9204,-105.747,SNWD,2008,2024
US1NMOT0071,32.9888,-105.8671,SNWD,2015,2024
US1NMOT0076,32.9041,-105.5236,SNWD,2013,2024
US1NMOT0088,32.9193,-105.9491,SNWD,2018,2024
US1NMQY0005,35.1943,-103.6925,SNWD,2007,2024
US1NMQY0013,35.3621,-103.4708,SNWD,2010,2024
US1NMQY0014,34.6459,-103.903,SNWD,2013,2024
US1NMRA0007,36.3745,-106.0468,SNWD,2005,2024
US1NMRA0022,36.0456,-106.1517,SNWD,2006,2024
US1NMRA0028,36.2496,-106.4956,SNWD,2008,2024
US1NMRA0044,36.17,-106.17,SNWD,2014,2024
US1NMRA0060,36.2344,-106.2892,SNWD,2022,2024
US1NMRA0064,36.227,-106.841,SNWD,2024,2024
US1NMRA0072,36.5681,-106.6955,SNWD,2023,2024
US1NMRV0028,34.1651,-103.2991,SNWD,2018,2024
US1NMRV0031,33.9551,-103.7532,SNWD,2019,2024
US1NMSC0047,34.0551,-106.8812,SNWD,2021,2024
US1NMSC0063,34.0799,-107.2161,SNWD,2019,2024
US1NMSF0013,35.669,-105.9739,SNWD,2006,2024
US1NMSF0014,35.5413,-105.9284,SNWD,2006,2024
US1NMSF0044,35.6248,-106.0437,SNWD,2012,2024
US1NMSF0050,35.0908,-106.2212,SNWD,2012,2024
US1NMSF0059,35.5253,-105.8998,SNWD,2013,2024
US1NMSF0070,35.5273,-105.9414,SNWD,2014,2024
US1NMSF0071,35.0569,-106.2319,SNWD,2015,2024
US1NMSF0076,35.7047,-105.8992,SNWD,2014,2024
US1NMSF0078,35.6008,-105.8989,SNWD,2014,2024
US1NMSF0090,35.9909,-106.0026,SNWD,2016,2024
US1NMSF0096,35.9035,-106.0108,SNWD,2016,2024
US1NMSF0101,35.5894,-105.7288,SNWD,2016,2024
US1NMSF0102,35.4844,-106.1001,SNWD,2016,2024
US1NMSF0113,35.8986,-106.0996,SNWD,2018,2024
US1NMSF0115,35.6625,-105.9518,SNWD,2018,2024
US1NMSF0121,35.2273,-106.1643,SNWD,2018,2024
US1NMSF0127,35.3969,-106.1585,SNWD,2019,2024
US1NMSF0131,35.2145,-105.8938,SNWD,2020,2024
US1NMSF0150,35.5273,-105.9252,SNWD,1998,2024
US1NMSF0155,35.6993,-106.0129,SNWD,2020,2024
US1NMSF0156,35.6982,-105.9121,SNWD,2020,2024
US1NMSF0157,35.6777,-105.9415,SNWD,2020,2024
US1NMSF0161,35.6089,-105.9079,SNWD,2020,2024
US1NMSF0162,35.5354,-105.8975,SNWD,2020,2024
US1NMSF0164,35.6754,-105.9427,SNWD,2020,2024
US1NMSF0169,35.6776,-105.9803,SNWD,2020,2024
US1NMSF0177,35.4637,-106.0436,SNWD,2020,2024
US1NMSF0178,35.696,-105.9077,SNWD,2020,2024
US1NMSF0186,35.6522,-105.9301,SNWD,2021,2024
US1NMSF0187,35.7067,-106.0182,SNWD,2023,2024
US1NMSF0189,35.3845,-106.1301,SNWD,2021,2024
US1NMSF0195,35.0309,-106.1134,SNWD,2024,2024
US1NMSF0210,35.6246,-106.0556,SNWD,2022,2024
US1NMSJ0026,36.7847,-108.1461,SNWD,2012,2024
US1NMSJ0035,36.8186,-108.0444,SNWD,2018,2024
US1NMSJ0038,36.9318,-107.88,SNWD,2019,2024
US1NMSJ0046,36.72,-107.9663,SNWD,2019,2024
US1NMSJ0047,36.749,-108.1112,SNWD,2019,2024
US1NMSJ0048,36.8323,-107.9106,SNWD,2019,2024
US1NMSJ0060,36.8298,-107.989,SNWD,2020,2024
US1NMSJ0063,36.9254,-107.8928,SNWD,2020,2024
US1NMSJ0069,36.7879,-108.111,SNWD,2024,2024
US1NMSM0017,35.5712,-105.3847,SNWD,2013,2024
US1NMSM0025,35.4268,-105.5495,SNWD,2015,2024
US1NMSM0026,35.5211,-105.3401,SNWD,2015,2024
US1NMSM0040,35.5254,-105.6999,SNWD,2022,2024
US1NMSM0041,35.3572,-105.4741,SNWD,2023,2024
US1NMSN0018,35.2296,-106.6068,SNWD,2007,2024
US1NMSN0026,35.338,-106.6013,SNWD,2006,2024
US1NMSN0045,35.3344,-106.4014,SNWD,2010,2024
US1NMSN0053,35.2972,-106.5854,SNWD,2011,2024
US1NMSN0066,35.3133,-106.5924,SNWD,2011,2024
US1NMSN0074,35.2444,-106.7231,SNWD,2011,2024
US1NMSN0076,35.2416,-106.5977,SNWD,2013,2024
US1NMSN0089,35.6952,-106.7553,SNWD,2014,2024
US1NMSN0091,35.2219,-106.3301,SNWD,2018,2024
US1NMSN0092,35.3235,-106.4298,SNWD,2015,2024
US1NMSN0093,35.3009,-106.7225,SNWD,2015,2024
US1NMSN0115,35.304,-106.5505,SNWD,2018,2024
US1NMSN0119,35.3157,-106.4636,SNWD,2018,2024
US1NMSN0124,35.2242,-106.6744,SNWD,2019,2024
US1NMSN0136,35.3491,-106.6335,SNWD,2019,2024
US1NMSN0137,35.2845,-106.7111,SNWD,2020,2024
US1NMSN0152,35.321,-106.5123,SNWD,2022,2024
US1NMSN0163,35.7378,-106.7127,SNWD,2022,2024
US1NMSN0174,36.0518,-106.9659,SNWD,2023,2024
US1NMSR0016,33.0992,-107.3634,SNWD,2024,2024
US1NMSR0030,32.9203,-107.5657,SNWD,2012,2024
US1NMSR0031,33.3386,-107.643,SNWD,2012,2024
US1NMSR0034,33.2016,-107.2046,SNWD,2013,2024
US1NMSR0046,32.9192,-107.5711,SNWD,2015,2024
US1NMSR0047,32.9163,-107.7087,SNWD,2015,2024
US1NMTR0016,34.7315,-106.167,SNWD,2021,2024
US1NMTR0017,34.71,-106.1697,SNWD,2021,2024
US1NMTR0018,34.7297,-106.1674,SNWD,2021,2024
US1NMTR0020,34.8486,-106.1861,SNWD,2018,2024
US1NMTR0021,34.5514,-106.2357,SNWD,2018,2024
US1NMTR0024,34.8211,-106.231,SNWD,2019,2024
US1NMTR0032,34.9893,-106.0531,SNWD,2020,2024
US1NMTR0033,35.0369,-106.1786,SNWD,2022,2024
US1NMTS0001,36.5097,-105.7504,SNWD,2005,2024
US1NMTS0010,36.4931,-105.5997,SNWD,2007,2024
US1NMTS0017,36.3611,-105.6457,SNWD,2010,2024
US1NMTS0024,36.4609,-105.6116,SNWD,2012,2024
US1NMTS0027,36.3923,-105.5509,SNWD,2013,2024
US1NMTS0033,36.5201,-105.5447,SNWD,2013,2024
US1NMUN0003,36.27,-103.3122,SNWD,2007,2024
US1NMUN0014,36.6267,-103.4896,SNWD,2019,2024
US1NMUN0015,36.4578,-103.1705,SNWD,2019,2024
US1NMUN0017,35.8555,-103.2849,SNWD,2020,2024
US1NMUN0018,36.1246,-103.6065,SNWD,2018,2024
US1NMUN0022,36.4526,-103.1943,SNWD,2019,2024
US1NMVL0021,34.8695,-106.7015,SNWD,2006,2024
US1NMVL0030,34.6509,-106.7194,SNWD,2015,2024
US1NMVL0051,34.8036,-106.5322,SNWD,2020,2024
US1NVCC0014,39.2113,-119.74,SNWD,2016,2024
US1NVCC0023,39.1683,-119.7762,SNWD,2023,2024
US1NVCK0098,35.9658,-114.8349,SNWD,2021,2024
US1NVCK0101,36.8306,-114.1115,SNWD,2021,2024
US1NVDG0004,38.9459,-119.8424,SNWD,2008,2024
US1NVDG0011,38.8831,-119.7375,SNWD,2008,2024
US1NVDG0020,38.7409,-119.4929,SNWD,2018,2024
US1NVDG0023,38.9374,-119.8412,SNWD,2019,2024
US1NVDG0027,38.7342,-119.504,SNWD,2022,2024
US1NVEL0025,40.7552,-115.5841,SNWD,2015,2024
US1NVEL0034,40.7406,-115.5842,SNWD,2022,2024
US1NVES0001,37.7208,-117.2359,SNWD,2017,2024
US1NVHT0003,40.9469,-117.7014,SNWD,2011,2024
US1NVLY0039,39.3021,-119.5282,SNWD,2021,2024
US1NVNY0010,38.6979,-117.165,SNWD,2017,2024
US1NVNY0013,38.0675,-117.2361,SNWD,2019,2024
US1NVWH0002,39.5573,-119.8144,SNWD,2007,2024
US1NVWH0011,39.5084,-119.8442,SNWD,2007,2024
US1NVWH0017,39.5593,-119.7151,SNWD,2007,2024
US1NVWH0019,39.5184,-119.9935,SNWD,2007,2024
US1NVWH0031,39.548,-119.7052,SNWD,2007,2024
US1NVWH0039,39.4214,-119.7819,SNWD,2007,2024
US1NVWH0074,39.519,-119.9253,SNWD,2015,2024
US1NVWH0079,39.7903,-119.8947,SNWD,2007,2024
US1NVWH0100,39.8294,-119.6445,SNWD,2010,2024
US1NVWH0105,39.5328,-119.9228,SNWD,2010,2024
US1NVWH0142,39.6155,-119.8317,SNWD,2017,2024
US1NVWH0144,39.4824,-119.7174,SNWD,2018,2024
US1NVWH0164,39.8479,-119.9264,SNWD,2019,2024
US1NVWH0165,39.6418,-119.8309,SNWD,2020,2024
US1NVWH0166,39.5793,-119.6972,SNWD,2021,2024
US1NVWH0167,39.4905,-119.8432,SNWD,2020,2024
US1NVWH0182,39.835,-119.9566,SNWD,2022,2024
US1NVWH0183,39.5847,-119.7891,SNWD,2022,2024
US1NVWP0005,39.2947,-114.8354,SNWD,2016,2024
US1OKBV0005,36.991,-100.6932,SNWD,2013,2024
US1OKCM0012,36.7284,-102.9309,SNWD,2018,2024
US1ORBK0020,44.7758,-117.8212,SNWD,2021,2024
US1ORBN0002,44.6545,-123.141,SNWD,2008,2024
US1ORBN0007,44.5867,-123.2981,SNWD,2008,2024
US1ORBN0013,44.6383,-123.5772,SNWD,2007,2024
US1ORBN0018,44.5915,-123.2338,SNWD,2008,2024
US1ORBN0022,44.6673,-123.2802,SNWD,2008,2024
US1ORBN0028,44.5361,-123.3388,SNWD,2008,2024
US1ORBN0030,44.3337,-123.4056,SNWD,2008,2024
US1ORBN0032,44.5464,-123.2592,SNWD,2008,2024
US1ORBN0033,44.6286,-123.4314,SNWD,2008,2024
US1ORBN0036,44.6911,-123.1483,SNWD,2008,2024
US1ORBN0056,44.6261,-123.514,SNWD,2012,2024
US1ORBN0062,44.6644,-123.292,SNWD,2012,2024
US1ORBN0069,44.4878,-123.4145,SNWD,2012,2024
US1ORBN0085,44.5326,-123.2617,SNWD,2013,2024
US1ORBN0101,44.5889,-123.2943,SNWD,2016,2024
US1ORBN0108,44.3148,-123.3262,SNWD,2016,2024
US1ORBN0129,44.5869,-123.297,SNWD,2018,2024
US1ORBN0142,44.4734,-123.4756,SNWD,2021,2024
US1ORBN0146,44.6311,-123.2517,SNWD,2020,2024
US1ORBN0157,44.5383,-123.2632,SNWD,2023,2024
US1ORBN0160,44.5714,-123.2918,SNWD,2022,2024
US1ORBN0166,44.3561,-123.718,SNWD,2023,2024
US1ORBN0168,44.3057,-123.2964,SNWD,2024,2024
US1ORCB0009,45.8155,-122.8566,SNWD,2008,2024
US1ORCB0010,45.8802,-123.2946,SNWD,2008,2024
US1ORCB0018,46.1139,-123.0607,SNWD,2013,2024
US1ORCB0036,45.9891,-122.9633,SNWD,2015,2024
US1ORCB0037,46.0786,-122.9804,SNWD,2016,2024
US1ORCB0040,46.0069,-123.3245,SNWD,2019,2024
US1ORCB0041,46.1157,-123.3313,SNWD,2018,2024
US1ORCC0008,45.3131,-122.4928,SNWD,2008,2024
US1ORCC0019,45.1725,-122.4375,SNWD,2008,2024
US1ORCC0035,45.438,-122.6444,SNWD,2014,2024
US1ORCC0064,45.3483,-121.9466,SNWD,2014,2024
US1ORCC0066,45.434,-122.5036,SNWD,2014,2024
US1ORCC0067,45.0424,-122.6011,SNWD,2014,2024
US1ORCC0075,45.4558,-122.6136,SNWD,2016,2024
US1ORCC0076,45.3321,-122.425,SNWD,2014,2024
US1ORCC0081,45.4276,-122.365,SNWD,2018,2024
US1ORCC0088,45.3749,-122.6491,SNWD,2016,2024
US1ORCC0093,45.4142,-122.2455,SNWD,2018,2024
US1ORCC0097,45.3937,-122.7327,SNWD,2017,2024
US1ORCC0100,45.4299,-122.685,SNWD,2019,2024
US1ORCC0106,45.3639,-121.9755,SNWD,2019,2024
US1ORCC0115,45.454,-122.5609,SNWD,2020,2024
US1ORCC0116,45.2679,-122.6775,SNWD,2021,2024
US1ORCC0121,45.2041,-122.5536,SNWD,2024,2024
US1ORCC0125,45.4169,-122.5111,SNWD,2023,2024
US1ORCK0001,44.1214,-119.848,SNWD,2007,2024
US1ORCK0003,44.3156,-120.6719,SNWD,2007,2024
US1ORCK0010,44.2264,-120.784,SNWD,2017,2024
US1ORCK0013,44.1605,-121.0568,SNWD,2021,2024
US1ORCS0026,43.3786,-124.2359,SNWD,2020,2024
US1ORCT0021,46.142,-123.8521,SNWD,2018,2024
US1ORCT0031,45.8823,-123.95,SNWD,2023,2024
US1ORCY0001,42.0707,-124.2102,SNWD,2007,2024
US1ORDG0010,43.2957,-123.0787,SNWD,2007,2024
US1ORDG0012,43.3087,-122.9396,SNWD,2008,2024
US1ORDG0022,43.4256,-123.3856,SNWD,2008,2024
US1ORDG0047,43.1068,-123.4283,SNWD,2013,2024
US1ORDS0001,44.3358,-121.1997,SNWD,2008,2024
US1ORDS0017,44.0729,-121.3564,SNWD,2007,2024
US1ORDS0029,44.0598,-121.3394,SNWD,2009,2024
US1ORDS0033,44.0403,-121.311,SNWD,2013,2024
US1ORDS0035,44.3061,-121.5825,SNWD,2012,2024
US1ORDS0036,44.3022,-121.4844,SNWD,2012,2024
US1ORDS0044,44.0383,-121.2524,SNWD,2016,2024
US1ORDS0049,44.1063,-121.2897,SNWD,2016,2024
US1ORDS0051,44.3004,-121.1824,SNWD,2017,2024
US1ORDS0061,44.0566,-121.2714,SNWD,2019,2024
US1ORDS0063,44.058,-121.32,SNWD,2020,2024
US1ORDS0064,44.2776,-121.2089,SNWD,2020,2024
US1ORDS0069,44.2709,-121.3021,SNWD,2021,2024
US1ORGR0001,44.4636,-118.706,SNWD,2008,2024
US1ORGR0004,44.24,-119.09,SNWD,2012,2024
US1ORGR0008,44.426,-118.957,SNWD,2019,2024
US1ORHR0007,45.7003,-121.5321,SNWD,2015,2024
US1ORHR0010,45.6998,-121.5281,SNWD,2021,2024
US1ORHY0005,43.5261,-119.189,SNWD,2020,2024
US1ORJC0001,42.2647,-123.2577,SNWD,2007,2024
US1ORJC0008,42.4875,-122.9481,SNWD,2008,2024
US1ORJC0011,42.169,-122.9912,SNWD,2008,2024
US1ORJC0018,42.6089,-122.8189,SNWD,2007,2024
US1ORJC0025,42.1753,-122.6572,SNWD,2007,2024
US1ORJC0027,42.2763,-123.1386,SNWD,2008,2024
US1ORJC0029,42.4335,-123.0531,SNWD,2007,2024
US1ORJC0048,42.3136,-122.9638,SNWD,2012,2024
US1ORJC0054,42.351,-122.8329,SNWD,2013,2024
US1ORJC0060,42.2602,-122.9238,SNWD,2012,2024
US1ORJC0062,42.5069,-123.089,SNWD,2012,2024
US1ORJC0069,42.1807,-122.6953,SNWD,2013,2024
US1ORJC0074,42.5984,-122.6135,SNWD,2013,2024
US1ORJC0086,42.2771,-122.887,SNWD,2015,2024
US1ORJC0087,42.259,-122.8697,SNWD,2018,2024
US1ORJC0088,42.1975,-122.7004,SNWD,2015,2024
US1ORJC0089,42.2675,-122.8751,SNWD,2015,2024
US1ORJC0093,42.4496,-123.1671,SNWD,2017,2024
US1ORJC0097,42.3109,-122.9773,SNWD,2018,2024
US1ORJC0098,42.4807,-122.7474,SNWD,2019,2024
US1ORJC0100,42.3785,-122.76,SNWD,2019,2024
US1ORJC0116,42.2774,-122.8226,SNWD,2023,2024
US1ORJC0117,42.2023,-122.7313,SNWD,2021,2024
US1ORJC0122,42.2356,-122.7708,SNWD,2022,2024
US1ORJF0001,44.7203,-121.1736,SNWD,2007,2024
US1ORJF0013,44.6007,-121.1298,SNWD,2020,2024
US1ORJS0001,42.0525,-123.7136,SNWD,2007,2024
US1ORJS0010,42.3573,-123.29,SNWD,2012,2024
US1ORJS0016,42.4489,-123.5106,SNWD,2013,2024
US1ORJS0021,42.2878,-123.6193,SNWD,2015,2024
US1ORJS0024,42.1707,-123.6375,SNWD,2016,2024
US1ORJS0025,42.3853,-123.4865,SNWD,2016,2024
US1ORJS0029,42.4723,-123.4323,SNWD,2019,2024
US1ORJS0033,42.2115,-123.321,SNWD,2021,2024
US1ORJS0035,42.2575,-123.2483,SNWD,2021,2024
US1ORKL0004,42.1568,-121.6353,SNWD,2007,2024
US1ORKL0005,42.2097,-121.7069,SNWD,2007,2024
US1ORKL0014,42.3005,-121.4081,SNWD,2010,2024
US1ORKL0018,42.1183,-121.9236,SNWD,2013,2024
US1ORKL0023,42.201,-121.7272,SNWD,2017,2024
US1ORKL0025,42.2329,-121.7704,SNWD,2018,2024
US1ORKL0028,43.5372,-121.4928,SNWD,2019,2024
US1ORLA0024,43.9499,-122.8852,SNWD,2008,2024
US1ORLA0054,44.0214,-123.1558,SNWD,2007,2024
US1ORLA0055,44.1567,-123.0694,SNWD,2008,2024
US1ORLA0065,44.039,-122.85,SNWD,2007,2024
US1ORLA0068,43.7088,-122.9808,SNWD,2002,2024
US1ORLA0076,43.9956,-124.115,SNWD,2008,2024
US1ORLA0097,44.0047,-123.0703,SNWD,2008,2024
US1ORLA0118,44.0686,-123.066,SNWD,2008,2024
US1ORLA0126,44.1386,-123.0658,SNWD,2008,2024
US1ORLA0130,44.1783,-122.1625,SNWD,2007,2024
US1ORLA0180,44.0283,-123.0227,SNWD,2016,2024
US1ORLA0186,44.0402,-123.0613,SNWD,2018,2024
US1ORLA0191,44.1324,-123.3285,SNWD,2018,2024
US1ORLA0193,43.748,-122.4626,SNWD,2017,2024
US1ORLA0200,44.2444,-123.3466,SNWD,2018,2024
US1ORLA0214,44.0183,-123.0734,SNWD,2021,2024
US1ORLA0220,43.9869,-124.0895,SNWD,2021,2024
US1ORLA0232,44.0957,-123.757,SNWD,2021,2024
US1ORLA0235,44.1124,-123.1212,SNWD,2024,2024
US1ORLA0238,44.187,-122.8298,SNWD,2021,2024
US1ORLC0002,44.621,-123.937,SNWD,2008,2024
US1ORLN0001,44.544,-122.807,SNWD,2008,2024
US1ORLN0003,44.611,-123.0853,SNWD,2008,2024
US1ORLN0004,44.6694,-122.9184,SNWD,2008,2024
US1ORLN0006,44.3968,-122.684,SNWD,2007,2024
US1ORLN0008,44.4187,-123.0304,SNWD,2008,2024
US1ORLN0012,44.7571,-122.6245,SNWD,2007,2024
US1ORLN0016,44.5164,-122.9171,SNWD,2007,2024
US1ORLN0020,44.7483,-122.6061,SNWD,2007,2024
US1ORLN0030,44.3178,-122.9829,SNWD,2012,2024
US1ORLN0034,44.4628,-122.8752,SNWD,2013,2024
US1ORLN0042,44.6022,-123.0844,SNWD,2013,2024
US1ORLN0044,44.6232,-123.079,SNWD,2013,2024
US1ORLN0062,44.616,-122.771,SNWD,2018,2024
US1ORLN0091,44.7828,-122.6201,SNWD,2020,2024
US1ORLN0095,44.6238,-123.1264,SNWD,2020,2024
US1ORLN0098,44.7473,-122.4658,SNWD,2021,2024
US1ORLN0099,44.3951,-122.9871,SNWD,2022,2024
US1ORMN0008,44.8768,-123.0576,SNWD,2008,2024
US1ORMN0016,44.8353,-122.6836,SNWD,2007,2024
US1ORMN0037,44.8651,-122.8723,SNWD,2010,2024
US1ORMN0044,44.8745,-123.0444,SNWD,2012,2024
US1ORMN0078,44.9357,-122.9861,SNWD,2020,2024
US1ORMN0083,44.9024,-123.1113,SNWD,2021,2024
US1ORMN0085,44.9381,-123.02,SNWD,2020,2024
US1ORMN0088,44.733,-122.9728,SNWD,2021,2024
US1ORMN0093,45.0335,-123.0134,SNWD,2022,2024
US1ORMT0006,45.5116,-122.6201,SNWD,2007,2024
US1ORMT0016,45.4838,-122.2033,SNWD,2008,2024
US1ORMT0020,45.5109,-122.3133,SNWD,2008,2024
US1ORMT0033,45.5416,-122.6401,SNWD,2011,2024
US1ORMT0082,45.5061,-122.5589,SNWD,2016,2024
US1ORMT0099,45.4393,-122.6963,SNWD,2017,2024
US1ORMT0114,45.5202,-122.6085,SNWD,2019,2024
US1ORMT0123,45.5678,-122.658,SNWD,2021,2024
US1ORMT0126,45.5515,-122.5154,SNWD,2020,2024
US1ORMT0127,45.4775,-122.4521,SNWD,2021,2024
US1ORMT0128,45.4728,-122.7088,SNWD,2021,2024
US1ORMT0136,45.4497,-122.7001,SNWD,2021,2024
US1ORPK0031,44.7591,-123.2325,SNWD,2014,2024
US1ORPK0042,44.9438,-123.0659,SNWD,2018,2024
US1ORPK0048,44.8416,-123.2153,SNWD,2021,2024
US1ORTL0002,45.584,-123.5592,SNWD,2008,2024
US1ORTL0006,45.3599,-123.8045,SNWD,2016,2024
US1ORTL0008,45.389,-123.7969,SNWD,2021,2024
US1ORUM0014,45.9094,-119.3414,SNWD,2009,2024
US1ORUM0027,45.6185,-118.795,SNWD,1998,2024
US1ORUN0001,45.7056,-117.9083,SNWD,2007,2024
US1ORUN0009,45.5637,-117.9284,SNWD,2021,2024
US1ORWL0001,45.3495,-117.226,SNWD,2014,2024
US1ORWL0003,45.8944,-117.2899,SNWD,2008,2024
US1ORWL0006,45.4737,-117.3826,SNWD,2010,2024
US1ORWL0009,45.462,-117.391,SNWD,2018,2024
US1ORWL0010,45.5401,-117.5574,SNWD,2018,2024
US1ORWL0012,45.3638,-117.2987,SNWD,2019,2024
US1ORWS0005,45.5003,-122.8014,SNWD,2007,2024
US1ORWS0007,45.4788,-122.7692,SNWD,2008,2024
US1ORWS0031,45.4662,-122.8088,SNWD,2008,2024
US1ORWS0060,45.406,-122.878,SNWD,2012,2024
US1ORWS0075,45.5091,-122.9316,SNWD,2013,2024
US1ORWS0096,45.38,-122.8716,SNWD,2015,2024
US1ORWS0105,45.3817,-123.0072,SNWD,2017,2024
US1ORWS0124,45.4504,-123.0116,SNWD,2017,2024
US1ORWS0133,45.7238,-123.294,SNWD,2019,2024
US1ORWS0144,45.5327,-122.8154,SNWD,2021,2024
US1ORWS0151,45.5291,-122.9848,SNWD,2022,2024
US1ORWS0153,45.4431,-122.8333,SNWD,2020,2024
US1ORWS0164,45.3542,-122.8505,SNWD,2024,2024
US1ORWS0165,45.5582,-122.8383,SNWD,2021,2024
US1ORWS0166,45.6372,-122.9617,SNWD,2021,2024
US1ORWS0170,45.5243,-122.9954,SNWD,2023,2024
US1ORYM0001,45.4,-123.183,SNWD,1998,2024
US1ORYM0005,45.2106,-123.204,SNWD,2010,2024
US1ORYM0008,45.0905,-123.6671,SNWD,2013,2024
US1ORYM0013,45.2123,-123.1913,SNWD,2016,2024
US1ORYM0017,45.1237,-123.4091,SNWD,2024,2024
US1ORYM0021,45.3726,-123.1768,SNWD,2023,2024
US1ORYM0032,45.132,-123.1406,SNWD,2021,2024
US1SDBN0020,43.1594,-101.9907,SNWD,2022,2024
US1SDCS0023,43.8244,-103.3134,SNWD,2017,2024
US1SDCS0032,43.4977,-103.678,SNWD,2022,2024
US1SDCS0034,43.804,-103.5225,SNWD,2022,2024
US1SDFR0021,43.2987,-103.8348,SNWD,2008,2024
US1SDFR0030,43.4435,-103.5622,SNWD,2015,2024
US1SDFR0038,43.4241,-103.4784,SNWD,2023,2024
US1SDHG0010,44.3546,-100.3237,SNWD,2009,2024
US1SDHG0012,44.4081,-100.3064,SNWD,2010,2024
US1SDHK0022,44.623,-101.3305,SNWD,2024,2024
US1SDHK0023,44.0703,-101.1155,SNWD,2013,2024
US1SDJK0001,43.8528,-101.5581,SNWD,2007,2024
US1SDJN0003,43.9066,-100.9352,SNWD,2008,2024
US1SDJN0007,43.8846,-100.9457,SNWD,2023,2024
US1SDLW0001,44.5179,-103.6698,SNWD,2007,2024
US1SDLW0006,44.2781,-103.8092,SNWD,2007,2024
US1SDLW0015,44.4882,-103.8493,SNWD,2011,2024
US1SDLW0023,44.4407,-103.8052,SNWD,2014,2024
US1SDLW0026,44.5104,-103.8952,SNWD,2020,2024
US1SDMD0001,44.2318,-103.0345,SNWD,2007,2024
US1SDMD0009,44.925,-102.7628,SNWD,2007,2024
US1SDMD0026,44.4675,-103.5516,SNWD,2024,2024
US1SDMD0032,44.2307,-103.2966,SNWD,2014,2024
US1SDMD0038,44.6624,-102.8304,SNWD,2018,2024
US1SDMD0053,44.3612,-103.4557,SNWD,2022,2024
US1SDMD0056,44.2418,-103.2483,SNWD,2022,2024
US1SDML0003,43.4484,-101.2175,SNWD,2015,2024
US1SDML0014,43.603,-100.495,SNWD,2018,2024
